Palette Name,Type,Background,Surface/Card,Primary Accent,Secondary Accent,Text Color
"Forest Wave","Warm / Cozy",#F4E0B9,#A8A196,#7D7463,#FE0000,#000000
"Autumn Horizon","Neon / Cyberpunk",#071952,#0B666A,#35A29F,#97FEED,#FFFFFF
"Desert Spark","Bold / Artistic",#331D2C,#3F2E3E,#A78295,#EFE1D1,#FFFFFF
"Silver Breeze","Bold / Artistic",#FAF0D7,#FFD9C0,#8CC0DE,#CCEEBC,#000000
"Autumn Dusk","Light Mode",#1D5B79,#468B97,#EF6262,#F3AA60,#FFFFFF
"Midnight Realm","Dark Mode",#78C1F3,#9BE8D8,#E2F6CA,#F8FDCF,#000000
"Autumn Dawn","Corporate / Tech",#1A5D1A,#F1C93B,#FBD85D,#FAE392,#FFFFFF
"Midnight Storm","Corporate / Tech",#000000,#4E4FEB,#068FFF,#EEEEEE,#FFFFFF
"Velvet Dream","Neon / Cyberpunk",#AAC8A7,#C3EDC0,#E9FFC2,#FDFFAE,#000000
"Golden Flare","Cool / Fresh",#B5C99A,#862B0D,#FFF9C9,#FFC95F,#000000
"Shadow Spark","Pastel / Soft",#4A55A2,#7895CB,#A0BFE0,#C5DFF8,#FFFFFF
"Azure Frost","Cool / Fresh",#FF9B9B,#FFD6A5,#FFFEC4,#CBFFA9,#000000
"Neon Dream","Pastel / Soft",#6527BE,#9681EB,#45CFDD,#A7EDE7,#FFFFFF
"Cyber Glow","Dark Mode",#F5F5F5,#F2EAD3,#DFD7BF,#3F2305,#000000
"Golden Dusk","Minimal / Clean",#FFEADD,#FCAEAE,#FF8989,#FF6666,#000000
"Winter Breeze","Pastel / Soft",#4C4B16,#898121,#E7B10A,#F7F1E5,#FFFFFF
"Desert Frost","Bold / Artistic",#98EECC,#D0F5BE,#FBFFDC,#A4907C,#000000
"Crystal Pulse","Pastel / Soft",#164B60,#1B6B93,#4FC0D0,#A2FF86,#FFFFFF
"Golden Shift","Corporate / Tech",#2D4356,#435B66,#A76F6F,#EAB2A0,#FFFFFF
"Velvet Spark","Neon / Cyberpunk",#FFFAD7,#FFE4A7,#FF90BB,#FF2171,#000000
"Retro Glow","Light Mode",#001C30,#176B87,#64CCC5,#DAFFFB,#FFFFFF
"Crimson Nights","Warm / Cozy",#3AA6B9,#FFD0D0,#FF9EAA,#C1ECE4,#000000
"Shadow Frost","Warm / Cozy",#E7CEA6,#0A6EBD,#5A96E3,#A1C2F1,#000000
"Velvet Echo","Bold / Artistic",#525FE1,#F86F03,#FFA41B,#FFF6F4,#FFFFFF
"Spring Aura","Light Mode",#F1C27B,#FFD89C,#A2CDB0,#85A389,#000000
"Emerald Glow","Dark Mode",#A0C49D,#C4D7B2,#E1ECC8,#F7FFE5,#000000
"Forest Breeze","Minimal / Clean",#213363,#17594A,#8EAC50,#D3D04F,#FFFFFF
"Ocean Glow","Dark Mode",#E966A0,#2B2730,#6554AF,#9575DE,#000000
"Spring Spark","Dark Mode",#FAF0E4,#9BCDD2,#FF8551,#FFDEDE,#000000
"Pastel Storm","Neon / Cyberpunk",#0E2954,#1F6E8C,#2E8A99,#84A7A1,#FFFFFF
"Tech Dusk","Corporate / Tech",#22A699,#F2BE22,#F29727,#F24C3D,#FFFFFF
"Neon Storm","Minimal / Clean",#FF78C4,#E1AEFF,#FFBDF7,#FFECEC,#000000
"Summer Flare","Warm / Cozy",#090580,#46458C,#E8A9A9,#F4D3D3,#FFFFFF
"Cyber Flux","Corporate / Tech",#9AC5F4,#99DBF5,#A7ECEE,#FFEEBB,#000000
"Desert Storm","Cool / Fresh",#606C5D,#FFF4F4,#F7E6C4,#F1C376,#FFFFFF
"Neon Spark","Dark Mode",#EEE2DE,#EA906C,#B31312,#2B2A4C,#000000
"Emerald Shift","Cool / Fresh",#C2DEDC,#ECE5C7,#CDC2AE,#116A7B,#000000
"Vintage Wave","Dark Mode",#E4A5FF,#FFAAC9,#FFCDA8,#FFE7CE,#000000
"Midnight Horizon","Corporate / Tech",#F5EFE7,#D8C4B6,#4F709C,#213555,#000000
"Summer Nights","Light Mode",#40128B,#9336B4,#DD58D6,#FFE79B,#FFFFFF
"Neon Dawn","Dark Mode",#FCE9F1,#F1D4E5,#73BBC9,#080202,#000000
"Golden Flare","Cool / Fresh",#0079FF,#00DFA2,#F6FA70,#FF0060,#FFFFFF
"Winter Aura","Pastel / Soft",#884A39,#C38154,#FFC26F,#F9E0BB,#FFFFFF
"Tech Dawn","Corporate / Tech",#9BABB8,#EEE3CB,#D7C0AE,#967E76,#000000
"Royal Spark","Corporate / Tech",#9376E0,#E893CF,#F3BCC8,#F6FFA6,#000000
"Summer Horizon","Bold / Artistic",#30A2FF,#00C4FF,#FFE7A0,#FFF5B8,#000000
"Autumn Nights","Corporate / Tech",#11009E,#4942E4,#8696FE,#C4B0FF,#FFFFFF
"Ocean Storm","Dark Mode",#116D6E,#321E1E,#4E3636,#CD1818,#FFFFFF
"Summer Storm","Warm / Cozy",#F2D8D8,#5C8984,#545B77,#374259,#000000
"Sunset Spark","Cool / Fresh",#ECF8F9,#068DA9,#7E1717,#E55807,#000000
"Vintage Pulse","Dark Mode",#F9F5F6,#F8E8EE,#FDCEDF,#F2BED1,#000000
"Crimson Shift","Pastel / Soft",#27374D,#526D82,#9DB2BF,#DDE6ED,#FFFFFF
"Spring Wave","Corporate / Tech",#B70404,#DB005B,#F79327,#FFE569,#FFFFFF
"Azure Breeze","Light Mode",#47A992,#482121,#7A3E3E,#EEEEEE,#000000
"Spring Storm","Warm / Cozy",#79E0EE,#98EECC,#D0F5BE,#FBFFDC,#000000
"Emerald Pulse","Light Mode",#025464,#E57C23,#E8AA42,#F8F1F1,#FFFFFF
"Desert Vibes","Warm / Cozy",#C4DFDF,#D2E9E9,#E3F4F4,#F8F6F4,#000000
"Silver Flux","Bold / Artistic",#B799FF,#ACBCFF,#AEE2FF,#E6FFFD,#000000
"Golden Wave","Neon / Cyberpunk",#FFB84C,#F266AB,#A459D1,#2CD3E1,#000000
"Cyber Dusk","Pastel / Soft",#F5F0BB,#DBDFAA,#B3C890,#73A9AD,#000000
"Shadow Vibes","Minimal / Clean",#643843,#99627A,#C88EA7,#E7CBCB,#FFFFFF
"Sunset Frost","Pastel / Soft",#4C4C6D,#1B9C85,#E8F6EF,#FFE194,#FFFFFF
"Desert Breeze","Corporate / Tech",#F9FBE7,#F0EDD4,#ECCDB4,#FEA1A1,#000000
"Winter Nights","Minimal / Clean",#537188,#CBB279,#E1D4BB,#EEEEEE,#FFFFFF
"Azure Dream","Dark Mode",#FFFAF4,#D25380,#E08E6D,#F6C391,#000000
"Silver Realm","Minimal / Clean",#0C134F,#1D267D,#5C469C,#D4ADFC,#FFFFFF
"Desert Pulse","Neon / Cyberpunk",#99A98F,#C1D0B5,#D6E8DB,#FFF8DE,#000000
"Tech Breeze","Cool / Fresh",#FF55BB,#FFD3A3,#FCFFB2,#B6EAFA,#000000
"Tech Spark","Bold / Artistic",#E5F9DB,#A0D8B3,#A2A378,#83764F,#000000
"Velvet Flux","Minimal / Clean",#FFF7D4,#FFD95A,#C07F00,#4C3D3D,#000000
"Midnight Shift","Light Mode",#F99B7D,#E76161,#B04759,#8BACAA,#000000
"Golden Pulse","Dark Mode",#FEFF86,#B0DAFF,#19A7CE,#146C94,#000000
"Tech Echo","Cool / Fresh",#8294C4,#ACB1D6,#DBDFEA,#FFEAD2,#000000
"Shadow Pulse","Light Mode",#F6F1F1,#AFD3E2,#19A7CE,#146C94,#000000
"Forest Core","Corporate / Tech",#BE5A83,#E06469,#F2B6A0,#DEDEA7,#FFFFFF
"Tech Aura","Earth / Nature",#FFF8D6,#F7E1AE,#A4D0A4,#617A55,#000000
"Velvet Aura","Warm / Cozy",#F6FFDE,#E3F2C1,#C9DBB2,#AAC8A7,#000000
"Velvet Dusk","Neon / Cyberpunk",#8B1874,#B71375,#FC4F00,#F79540,#FFFFFF
"Midnight Frost","Neon / Cyberpunk",#9E6F21,#FFEEB3,#B8E7E1,#D4FAFC,#FFFFFF
"Forest Horizon","Bold / Artistic",#F1F6F9,#394867,#212A3E,#9BA4B5,#000000
"Shadow Breeze","Neon / Cyberpunk",#654E92,#6C9BCF,#A5C0DD,#EBD8B2,#FFFFFF
"Retro Nights","Warm / Cozy",#F97B22,#FEE8B0,#9CA777,#7C9070,#000000
"Sunset Dream","Neon / Cyberpunk",#5F264A,#643A6B,#957777,#B0A4A4,#FFFFFF
"Ocean Shift","Corporate / Tech",#A6D0DD,#FF6969,#FFD3B0,#FFF9DE,#000000
"Spring Storm","Bold / Artistic",#FFDCB6,#ECC9EE,#C9A7EB,#9384D1,#000000
"Cosmic Realm","Dark Mode",#0A4D68,#088395,#05BFDB,#00FFCA,#FFFFFF
"Sunset Flux","Bold / Artistic",#FFEBEB,#ADE4DB,#6DA9E4,#F6BA6F,#000000
"Shadow Shift","Dark Mode",#2A2F4F,#917FB3,#E5BEEC,#FDE2F3,#FFFFFF
"Velvet Realm","Warm / Cozy",#FF6D60,#F7D060,#F3E99F,#98D8AA,#000000
"Midnight Storm","Corporate / Tech",#BFCCB5,#7C96AB,#B7B7B7,#EDC6B1,#000000
"Spring Echo","Earth / Nature",#3C486B,#F0F0F0,#F9D949,#F45050,#FFFFFF
"Silver Dream","Warm / Cozy",#B9EDDD,#87CBB9,#569DAA,#577D86,#000000
"Golden Shift","Pastel / Soft",#F2E3DB,#41644A,#263A29,#E86A33,#000000
"Vintage Dusk","Bold / Artistic",#D14D72,#FFABAB,#FCC8D1,#FEF2F4,#FFFFFF
"Royal Dawn","Minimal / Clean",#070A52,#D21312,#ED2B2A,#F15A59,#FFFFFF
"Summer Realm","Bold / Artistic",#393646,#4F4557,#6D5D6E,#F4EEE0,#FFFFFF
"Summer Flare","Dark Mode",#FFF3E2,#FFE5CA,#FA9884,#E74646,#000000
"Sunset Core","Cool / Fresh",#F9E2AF,#009FBD,#210062,#77037B,#000000
"Shadow Flare","Earth / Nature",#FDF4F5,#E8A0BF,#BA90C6,#C0DBEA,#000000
"Forest Wave","Bold / Artistic",#454545,#FF6000,#FFA559,#FFE6C7,#FFFFFF
"Ocean Flux","Neon / Cyberpunk",#DDFFBB,#C7E9B0,#B3C99C,#A4BC92,#000000
"Azure Core","Dark Mode",#F6F1E9,#FFD93D,#FF8400,#4F200D,#000000
"Crystal Glow","Earth / Nature",#89375F,#CE5959,#BACDDB,#F3E8FF,#FFFFFF
"Ocean Glow","Earth / Nature",#F5F3C1,#27E1C1,#0EA293,#2F0F5D,#000000
"Retro Glow","Corporate / Tech",#0B2447,#19376D,#576CBC,#A5D7E8,#FFFFFF
"Velvet Dusk","Pastel / Soft",#FEFF86,#B0DAFF,#B9E9FC,#DAF5FF,#000000
"Retro Dream","Cool / Fresh",#B2A4FF,#FFB4B4,#FFDEB4,#FDF7C3,#000000
"Neon Dream","Dark Mode",#A9907E,#F3DEBA,#ABC4AA,#675D50,#000000
"Summer Storm","Warm / Cozy",#57C5B6,#159895,#1A5F7A,#002B5B,#000000
"Winter Pulse","Dark Mode",#000000,#262A56,#B8621B,#E3CCAE,#FFFFFF
"Pastel Flux","Dark Mode",#7AA874,#F7DB6A,#EBB02D,#D864A9,#000000
"Pastel Shift","Corporate / Tech",#9A208C,#E11299,#FFEAEA,#F5C6EC,#FFFFFF
"Velvet Dusk","Light Mode",#7149C6,#FC2947,#FE6244,#FFDEB9,#FFFFFF
"Sunset Wave","Light Mode",#FFF2CC,#FFD966,#F4B183,#DFA67B,#000000
"Royal Breeze","Minimal / Clean",#245953,#408E91,#E49393,#D8D8D8,#FFFFFF
"Shadow Dawn","Bold / Artistic",#867070,#D5B4B4,#E4D0D0,#F5EBEB,#FFFFFF
"Pastel Storm","Pastel / Soft",#FFF4E0,#FFBF9B,#B46060,#4D4D4D,#000000
"Royal Breeze","Light Mode",#F9F5EB,#E4DCCF,#EA5455,#002B5B,#000000
"Tech Aura","Pastel / Soft",#F6F1F1,#19A7CE,#146C94,#000000,#000000
"Emerald Pulse","Pastel / Soft",#BBD6B8,#AEC2B6,#94AF9F,#DBE4C6,#000000
"Summer Breeze","Earth / Nature",#2D2727,#413543,#8F43EE,#F0EB8D,#FFFFFF
"Sunset Shift","Warm / Cozy",#00235B,#E21818,#FFDD83,#98DFD6,#FFFFFF
"Summer Dusk","Bold / Artistic",#CCD5AE,#E9EDC9,#FEFAE0,#FAEDCD,#000000
"Ocean Aura","Light Mode",#AA77FF,#C9EEFF,#97DEFF,#62CDFF,#000000
"Ocean Dusk","Light Mode",#37306B,#66347F,#9E4784,#D27685,#FFFFFF
"Shadow Dawn","Bold / Artistic",#8D7B68,#A4907C,#C8B6A6,#F1DEC9,#FFFFFF
"Shadow Wave","Light Mode",#FFACAC,#FFBFA9,#FFEBB4,#FBFFB1,#000000
"Neon Dusk","Light Mode",#EDE9D5,#E7AB9A,#DF7857,#617143,#000000
"Spring Pulse","Earth / Nature",#2C3333,#2E4F4F,#0E8388,#CBE4DE,#FFFFFF
"Silver Pulse","Warm / Cozy",#539165,#3F497F,#F7C04A,#F8F5E4,#FFFFFF
"Shadow Realm","Neon / Cyberpunk",#DF2E38,#DDF7E3,#C7E8CA,#5D9C59,#FFFFFF
"Autumn Flare","Dark Mode",#F6E1C3,#E9A178,#A84448,#7A3E65,#000000
"Spring Spark","Neon / Cyberpunk",#ECF2FF,#3E54AC,#655DBB,#BFACE2,#000000
"Emerald Echo","Light Mode",#F7F1E5,#E7B10A,#898121,#4C4B16,#000000
"Crimson Wave","Earth / Nature",#804674,#A86464,#B3E5BE,#F5FFC9,#FFFFFF
"Cosmic Shift","Light Mode",#4E6E81,#F9DBBB,#FF0303,#2E3840,#FFFFFF
"Desert Dawn","Dark Mode",#BE6DB7,#FDD36A,#DC8449,#C04A82,#000000
"Summer Flux","Neon / Cyberpunk",#EDF1D6,#9DC08B,#609966,#40513B,#000000
"Winter Aura","Light Mode",#191825,#865DFF,#E384FF,#FFA3FD,#FFFFFF
"Golden Breeze","Light Mode",#3A1078,#4E31AA,#2F58CD,#3795BD,#FFFFFF
"Azure Realm","Cool / Fresh",#3A98B9,#FFF1DC,#E8D5C4,#EEEEEE,#FFFFFF
"Ocean Breeze","Bold / Artistic",#F7C8E0,#DFFFD8,#B4E4FF,#95BDFF,#000000
"Azure Breeze","Neon / Cyberpunk",#2B3467,#BAD7E9,#FCFFE7,#EB455F,#FFFFFF
"Sunset Dusk","Warm / Cozy",#F5EAEA,#FFB84C,#F16767,#A459D1,#000000
"Summer Flare","Neon / Cyberpunk",#4D455D,#E96479,#F5E9CF,#7DB9B6,#FFFFFF
"Retro Realm","Bold / Artistic",#AD7BE9,#3E54AC,#BFDCE5,#EEEEEE,#000000
"Winter Core","Neon / Cyberpunk",#FEFBE9,#E1EEDD,#F0A04B,#183A1D,#000000
"Azure Breeze","Light Mode",#ECF2FF,#E3DFFD,#E5D1FA,#FFF4D2,#000000
"Neon Flux","Dark Mode",#635985,#443C68,#393053,#18122B,#FFFFFF
"Autumn Glow","Minimal / Clean",#060047,#B3005E,#E90064,#FF5F9E,#FFFFFF
"Golden Flux","Dark Mode",#181823,#537FE7,#C0EEF2,#E9F8F9,#FFFFFF
"Spring Dawn","Neon / Cyberpunk",#B9F3E4,#EA8FEA,#FFAACF,#F6E6C2,#000000
"Emerald Dream","Neon / Cyberpunk",#F6F7C1,#BEF0CB,#D1FFF3,#C1AEFC,#000000
"Ocean Spark","Cool / Fresh",#F0EEED,#609EA2,#C92C6D,#332C39,#000000
"Desert Glow","Warm / Cozy",#000000,#0F6292,#16FF00,#FFED00,#FFFFFF
"Forest Glow","Earth / Nature",#F9F54B,#8BF5FA,#3F979B,#205E61,#000000
"Pastel Vibes","Minimal / Clean",#362FD9,#3C84AB,#85CDFD,#DEFCF9,#FFFFFF
"Crystal Wave","Cool / Fresh",#B5F1CC,#E5FDD1,#C9F4AA,#FCC2FC,#000000
"Crystal Dusk","Corporate / Tech",#6096B4,#93BFCF,#BDCDD6,#EEE9DA,#000000
"Sunset Core","Dark Mode",#A7727D,#EDDBC7,#F8EAD8,#F9F5E7,#000000
"Silver Dream","Bold / Artistic",#698269,#B99B6B,#F1DBBF,#AA5656,#FFFFFF
"Velvet Frost","Corporate / Tech",#20262E,#913175,#CD5888,#E9E8E8,#FFFFFF
"Neon Dream","Minimal / Clean",#ECF9FF,#FFFBEB,#FFE7CC,#F8CBA6,#000000
"Crimson Vibes","Cool / Fresh",#D61355,#F94A29,#FCE22A,#30E3DF,#FFFFFF
"Silver Glow","Dark Mode",#5D3891,#F99417,#E8E2E2,#F5F5F5,#FFFFFF
"Pastel Flux","Dark Mode",#F2CD5C,#F2921D,#A61F69,#400E32,#000000
"Velvet Realm","Neon / Cyberpunk",#AAE3E2,#D9ACF5,#FFCEFE,#FDEBED,#000000
"Tech Core","Dark Mode",#645CBB,#A084DC,#BFACE2,#EBC7E6,#FFFFFF
"Pastel Dawn","Bold / Artistic",#FFFBF5,#F7EFE5,#C3ACD0,#674188,#000000
"Velvet Vibes","Corporate / Tech",#00425A,#1F8A70,#BFDB38,#FC7300,#FFFFFF
"Ocean Core","Neon / Cyberpunk",#B9F3FC,#AEE2FF,#93C6E7,#FEDEFF,#000000
"Winter Aura","Warm / Cozy",#03001C,#301E67,#5B8FB9,#B6EADA,#FFFFFF
"Crimson Shift","Pastel / Soft",#86A3B8,#E8D2A6,#F48484,#F55050,#000000
"Summer Shift","Light Mode",#7286D3,#8EA7E9,#E5E0FF,#FFF2F2,#000000
"Desert Echo","Corporate / Tech",#FFD4D4,#FFFFE8,#CDE990,#AACB73,#000000
"Desert Dream","Minimal / Clean",#84D2C5,#E4C988,#C27664,#B05A7A,#000000
"Ocean Horizon","Light Mode",#567189,#7B8FA1,#CFB997,#FAD6A5,#FFFFFF
"Autumn Horizon","Pastel / Soft",#658864,#B7B78A,#DDDDDD,#EEEEEE,#FFFFFF
"Silver Pulse","Minimal / Clean",#FFEA20,#8DCBE6,#9DF1DF,#E3F6FF,#000000
"Pastel Vibes","Cool / Fresh",#13005A,#00337C,#1C82AD,#03C988,#FFFFFF
"Cyber Spark","Cool / Fresh",#FF8B13,#ECECEC,#F273E6,#CF4DCE,#000000
"Azure Realm","Bold / Artistic",#ABC270,#FEC868,#FDA769,#473C33,#000000
"Winter Vibes","Minimal / Clean",#820000,#4E6C50,#F2DEBA,#FAECD6,#FFFFFF
"Winter Dawn","Dark Mode",#0081B4,#FAD3E7,#EFA3C8,#F4D9E7,#FFFFFF
"Crystal Spark","Bold / Artistic",#A75D5D,#D3756B,#F0997D,#FFC3A1,#FFFFFF
"Azure Flare","Corporate / Tech",#3D1766,#6F1AB6,#FF0032,#CD0404,#FFFFFF
"Cyber Vibes","Minimal / Clean",#C780FA,#E3ACF9,#FADA9D,#FBF1D3,#000000
"Spring Core","Minimal / Clean",#39B5E0,#A31ACB,#FF78F0,#F5EA5A,#000000
"Velvet Dawn","Corporate / Tech",#EAC7C7,#A0C3D2,#F7F5EB,#EAE0DA,#000000
"Crystal Nights","Minimal / Clean",#0081C9,#5BC0F8,#86E5FF,#FFC93C,#FFFFFF
"Tech Aura","Warm / Cozy",#FF7B54,#FFB26B,#FFD56F,#939B62,#000000
"Crystal Flux","Earth / Nature",#D7E9B9,#FFFBAC,#FFD495,#FAAB78,#000000
"Summer Horizon","Cool / Fresh",#6C00FF,#3C79F5,#2DCDDF,#F2DEBA,#FFFFFF
"Royal Vibes","Earth / Nature",#B5D5C5,#B08BBB,#ECA869,#F5F5DC,#000000
"Azure Wave","Bold / Artistic",#7B2869,#9D3C72,#C85C8E,#FFBABA,#FFFFFF
"Winter Frost","Dark Mode",#F5EDCE,#89C4E1,#58287F,#1A0000,#000000
"Vintage Spark","Minimal / Clean",#579BB1,#E1D7C6,#ECE8DD,#F8F4EA,#000000
"Cosmic Nights","Corporate / Tech",#FFB100,#FBC252,#F0ECCF,#A3BB98,#000000
"Spring Aura","Pastel / Soft",#3C6255,#61876E,#A6BB8D,#EAE7B1,#FFFFFF
"Golden Vibes","Pastel / Soft",#243763,#FF6E31,#FFEBB7,#AD8E70,#FFFFFF
"Shadow Pulse","Corporate / Tech",#0A2647,#144272,#205295,#2C74B3,#FFFFFF
"Desert Dawn","Bold / Artistic",#FD8A8A,#F1F7B5,#A8D1D1,#9EA1D4,#000000
"Winter Dusk","Dark Mode",#3A4F7A,#FFC6D3,#FEA1BF,#E98EAD,#FFFFFF
"Neon Dream","Cool / Fresh",#82AAE3,#91D8E4,#BFEAF5,#EAFDFC,#000000
"Summer Vibes","Warm / Cozy",#FFD4B2,#FFF6BD,#CEEDC7,#86C8BC,#000000
"Summer Aura","Neon / Cyberpunk",#1A120B,#3C2A21,#D5CEA3,#E5E5CB,#FFFFFF
"Silver Shift","Cool / Fresh",#DC0000,#850000,#FFDB89,#FFF6C3,#FFFFFF
"Spring Dusk","Earth / Nature",#F8EDE3,#DFD3C3,#D0B8A8,#85586F,#000000
"Neon Frost","Light Mode",#ADA2FF,#C0DEFF,#FFE5F1,#FFF8E1,#000000
"Spring Wave","Bold / Artistic",#EB455F,#FCFFE7,#BAD7E9,#2B3467,#FFFFFF
"Tech Flux","Cool / Fresh",#FF597B,#FF8E9E,#F9B5D0,#EEEEEE,#000000
"Velvet Echo","Dark Mode",#1C315E,#227C70,#88A47C,#E6E2C3,#FFFFFF
"Pastel Realm","Earth / Nature",#472183,#4B56D2,#82C3EC,#F1F6F5,#FFFFFF
"Vintage Flare","Bold / Artistic",#FFFFD0,#F3CCFF,#D09CFA,#A555EC,#000000
"Pastel Flare","Minimal / Clean",#F56EB3,#CB1C8D,#7F167F,#460C68,#000000
"Silver Wave","Corporate / Tech",#FAF8F1,#FAEAB1,#E5BA73,#C58940,#000000
"Cosmic Realm","Minimal / Clean",#439A97,#62B6B7,#97DECE,#CBEDD5,#FFFFFF
"Azure Realm","Cool / Fresh",#181D31,#678983,#E6DDC4,#F0E9D2,#FFFFFF
"Azure Frost","Corporate / Tech",#FFFBEB,#495579,#263159,#251749,#000000
"Spring Dream","Pastel / Soft",#CCD6A6,#DAE2B6,#F4EAD5,#FFFBE9,#000000
"Royal Nights","Corporate / Tech",#C0EEE4,#F8F988,#FFCAC8,#FF9E9E,#000000
"Midnight Nights","Light Mode",#453C67,#6D67E4,#46C2CB,#F2F7A1,#FFFFFF
"Midnight Echo","Earth / Nature",#E8F3D6,#FCF9BE,#FFDCA9,#FAAB78,#000000
"Retro Pulse","Corporate / Tech",#2D033B,#810CA8,#C147E9,#E5B8F4,#FFFFFF
"Cosmic Dream","Bold / Artistic",#10A19D,#540375,#FF7000,#FFBF00,#FFFFFF
"Spring Flare","Minimal / Clean",#2B3A55,#CE7777,#E8C4C4,#F2E5E5,#FFFFFF
"Vintage Breeze","Dark Mode",#3F0071,#FB2576,#332FD0,#0002A1,#FFFFFF
"Velvet Breeze","Bold / Artistic",#FEFCF3,#F5EBE0,#F0DBDB,#DBA39A,#000000
"Cosmic Echo","Cool / Fresh",#FED049,#CFFDE1,#68B984,#3D5656,#000000
"Cosmic Realm","Minimal / Clean",#F3EFE0,#434242,#222222,#22A39F,#000000
"Crystal Storm","Dark Mode",#A5F1E9,#7FE9DE,#FFF6BF,#FFEBAD,#000000
"Retro Spark","Dark Mode",#344D67,#6ECCAF,#ADE792,#F3ECB0,#FFFFFF
"Tech Shift","Corporate / Tech",#2A3990,#9C254D,#D23369,#F06292,#FFFFFF
"Azure Realm","Pastel / Soft",#00FFF6,#00E7FF,#009EFF,#0014FF,#000000
"Retro Core","Corporate / Tech",#65647C,#8B7E74,#C7BCA1,#F1D3B3,#FFFFFF
"Crystal Dusk","Dark Mode",#00005C,#3B185F,#C060A1,#F0CAA3,#FFFFFF
"Crystal Core","Minimal / Clean",#E5D9B6,#A4BE7B,#5F8D4E,#285430,#000000
"Shadow Aura","Cool / Fresh",#000000,#282A3A,#735F32,#C69749,#FFFFFF
"Velvet Dream","Minimal / Clean",#863A6F,#975C8D,#D989B5,#FFADBC,#FFFFFF
"Royal Flare","Pastel / Soft",#FFE15D,#F49D1A,#DC3535,#B01E68,#000000
"Vintage Frost","Pastel / Soft",#FBFACD,#DEBACE,#BA94D1,#7F669D,#000000
"Neon Shift","Light Mode",#F5D5AE,#EF9A53,#C539B4,#852999,#000000
"Crystal Dream","Light Mode",#CFF5E7,#A0E4CB,#59C1BD,#0D4C92,#000000
"Azure Breeze","Earth / Nature",#F7A4A4,#FEBE8C,#FFFBC1,#B6E2A1,#000000
"Silver Storm","Earth / Nature",#EFF5F5,#D6E4E5,#497174,#EB6440,#000000
"Autumn Nights","Pastel / Soft",#3B3486,#7743DB,#FFE9B1,#FCFDF2,#FFFFFF
"Velvet Wave","Dark Mode",#557153,#7D8F69,#A9AF7E,#E6E5A3,#FFFFFF
"Emerald Dream","Pastel / Soft",#393E46,#6D9886,#F2E7D5,#F7F7F7,#FFFFFF
"Ocean Frost","Cool / Fresh",#F2DEBA,#FFEFD6,#0E5E6F,#3A8891,#000000
"Ocean Flux","Cool / Fresh",#432C7A,#80489C,#FF8FB1,#FCE2DB,#FFFFFF
"Forest Wave","Neon / Cyberpunk",#E97777,#FF9F9F,#FCDDB0,#FFFAD7,#000000
"Emerald Glow","Light Mode",#DEF5E5,#BCEAD5,#9ED5C5,#8EC3B0,#000000
"Azure Flux","Earth / Nature",#6C4AB6,#8D72E1,#8D9EFF,#B9E0FF,#FFFFFF
"Silver Wave","Cool / Fresh",#404258,#474E68,#50577A,#6B728E,#FFFFFF
"Crystal Echo","Light Mode",#FFE1E1,#90A17D,#829460,#EEEEEE,#000000
"Summer Dawn","Pastel / Soft",#3F3B6C,#624F82,#9F73AB,#A3C7D6,#FFFFFF
"Ocean Echo","Bold / Artistic",#E14D2A,#FD841F,#3E6D9C,#001253,#FFFFFF
"Crystal Aura","Warm / Cozy",#FFB9B9,#FFDDD2,#FFACC7,#FF8DC7,#000000
"Spring Dawn","Dark Mode",#F6F6C9,#BAD1C2,#4FA095,#153462,#000000
"Neon Flux","Warm / Cozy",#61764B,#9BA17B,#CFB997,#FAD6A5,#FFFFFF
"Silver Dream","Corporate / Tech",#F0FF42,#82CD47,#54B435,#379237,#000000
"Crystal Flare","Warm / Cozy",#B3FFAE,#F8FFDB,#FF6464,#FF7D7D,#000000
"Neon Realm","Pastel / Soft",#0008C1,#2146C7,#E6CBA8,#FDF0E0,#FFFFFF
"Velvet Dream","Warm / Cozy",#7DE5ED,#81C6E8,#5DA7DB,#5837D0,#000000
"Cyber Flare","Corporate / Tech",#395144,#4E6C50,#AA8B56,#F0EBCE,#FFFFFF
"Cosmic Flux","Light Mode",#9A1663,#E0144C,#FF5858,#FF97C1,#FFFFFF
"Desert Vibes","Dark Mode",#FF8787,#F8C4B4,#E5EBB2,#BCE29E,#000000
"Midnight Vibes","Pastel / Soft",#000000,#CF0A0A,#DC5F00,#EEEEEE,#FFFFFF
"Sunset Storm","Warm / Cozy",#00ABB3,#3C4048,#B2B2B2,#EAEAEA,#FFFFFF
"Retro Nights","Neon / Cyberpunk",#1D1CE5,#4649FF,#7978FF,#C47AFF,#FFFFFF
"Neon Dusk","Dark Mode",#FDFDBD,#C8FFD4,#B8E8FC,#B1AFFF,#000000
"Summer Glow","Corporate / Tech",#EA047E,#FF6D28,#FCE700,#00F5FF,#FFFFFF
"Royal Aura","Neon / Cyberpunk",#FFF8EA,#9E7676,#815B5B,#594545,#000000
"Crimson Storm","Bold / Artistic",#FAF7F0,#CDFCF6,#BCCEF8,#98A8F8,#000000
"Cosmic Breeze","Dark Mode",#000000,#150050,#3F0071,#FB2576,#FFFFFF
"Emerald Dusk","Minimal / Clean",#425F57,#749F82,#A8E890,#CFFF8D,#FFFFFF
